nid,ifid,raw_T,scbr,delta,flag
1,0, 297174909200000, 0.037349, 0.030000, 0
1,1, 297174909200000, 0.026723, 0.030000, 0
1,2, 297174909200000, 0.027091, 0.030000, 0
2,0, 297174909200000, 0.033729, 0.030000, 0
2,1, 297174909200000, 0.026025, 0.030000, 0
2,2, 297174909200000, 0.026452, 0.030000, 0
3,0, 297174909200000, 0.035769, 0.030000, 0
3,1, 297174909200000, 0.029560, 0.030000, 0
3,2, 297174909200000, 0.027516, 0.030000, 0
0,0, 297174909400000, 0.027371, 0.030000, 0
0,1, 297174909400000, 0.021423, 0.030000, 0
0,2, 297174909400000, 0.025945, 0.030000, 0
1,0, 297174909400000, 0.031715, 0.030000, 0
1,1, 297174909400000, 0.025042, 0.030000, 0
1,2, 297174909400000, 0.025226, 0.030000, 0
2,0, 297174909400000, 0.031364, 0.030000, 0
2,1, 297174909400000, 0.023232, 0.030000, 0
2,2, 297174909400000, 0.026366, 0.030000, 0
3,0, 297174909400000, 0.030924, 0.030000, 0
3,1, 297174909400000, 0.023540, 0.030000, 0
3,2, 297174909400000, 0.025438, 0.030000, 0
0,0, 297174909600000, 0.032565, 0.030000, 0
0,1, 297174909600000, 0.023851, 0.030000, 0
0,2, 297174909600000, 0.029033, 0.030000, 0
1,0, 297174909600000, 0.033277, 0.030000, 0
1,1, 297174909600000, 0.024201, 0.030000, 0
1,2, 297174909600000, 0.028673, 0.030000, 0
2,0, 297174909600000, 0.034562, 0.030000, 0
2,1, 297174909600000, 0.024756, 0.030000, 0
2,2, 297174909600000, 0.032163, 0.030000, 0
3,0, 297174909600000, 0.032882, 0.030000, 0
3,1, 297174909600000, 0.021990, 0.030000, 0
3,2, 297174909600000, 0.031699, 0.030000, 0
0,0, 297174909800000, 0.027863, 0.030000, 0
0,1, 297174909800000, 0.023606, 0.030000, 0
0,2, 297174909800000, 0.023276, 0.030000, 0
1,0, 297174909800000, 0.032599, 0.030000, 0
1,1, 297174909800000, 0.020860, 0.030000, 0
1,2, 297174909800000, 0.024556, 0.030000, 0
2,0, 297174909800000, 0.031781, 0.030000, 0
2,1, 297174909800000, 0.024058, 0.030000, 0
2,2, 297174909800000, 0.024841, 0.030000, 0
3,0, 297174909800000, 0.029481, 0.030000, 0
3,1, 297174909800000, 0.022675, 0.030000, 0
3,2, 297174909800000, 0.023150, 0.030000, 0
0,0, 297174910000000, 0.029891, 0.030000, 0
0,1, 297174910000000, 0.023483, 0.030000, 0
0,2, 297174910000000, 0.025798, 0.030000, 0
1,0, 297174910000000, 0.033719, 0.030000, 0
1,1, 297174910000000, 0.023570, 0.030000, 0
1,2, 297174910000000, 0.026438, 0.030000, 0
2,0, 297174910000000, 0.030391, 0.030000, 0
2,1, 297174910000000, 0.022249, 0.030000, 0
2,2, 297174910000000, 0.027021, 0.030000, 0
3,0, 297174910000000, 0.030701, 0.030000, 0
3,1, 297174910000000, 0.020098, 0.030000, 0
3,2, 297174910000000, 0.028655, 0.030000, 0
0,0, 297174910200000, 0.032366, 0.030000, 0
0,1, 297174910200000, 0.020501, 0.030000, 0
0,2, 297174910200000, 0.022099, 0.030000, 0
1,0, 297174910200000, 0.034280, 0.030000, 0
1,1, 297174910200000, 0.023465, 0.030000, 0
1,2, 297174910200000, 0.025379, 0.030000, 0
2,0, 297174910200000, 0.031155, 0.030000, 0
2,1, 297174910200000, 0.019885, 0.030000, 0
2,2, 297174910200000, 0.022270, 0.030000, 0
3,0, 297174910200000, 0.028390, 0.030000, 0
3,1, 297174910200000, 0.020269, 0.030000, 0
3,2, 297174910200000, 0.025027, 0.030000, 0
0,0, 297174910400000, 0.032143, 0.030000, 0
0,1, 297174910400000, 0.023391, 0.030000, 0
0,2, 297174910400000, 0.027110, 0.030000, 0
1,0, 297174910400000, 0.033100, 0.030000, 0
1,1, 297174910400000, 0.023413, 0.030000, 0
1,2, 297174910400000, 0.028750, 0.030000, 0
2,0, 297174910400000, 0.032998, 0.030000, 0
2,1, 297174910400000, 0.026002, 0.030000, 0
2,2, 297174910400000, 0.031575, 0.030000, 0
3,0, 297174910400000, 0.033075, 0.030000, 0
3,1, 297174910400000, 0.021814, 0.030000, 0
3,2, 297174910400000, 0.030034, 0.030000, 0
0,0, 297174910600000, 0.034951, 0.030000, 0
0,1, 297174910600000, 0.026295, 0.030000, 0
0,2, 297174910600000, 0.028155, 0.030000, 0
1,0, 297174910600000, 0.032510, 0.030000, 0
1,1, 297174910600000, 0.029226, 0.030000, 0
1,2, 297174910600000, 0.028975, 0.030000, 0
2,0, 297174910600000, 0.032459, 0.030000, 0
2,1, 297174910600000, 0.027601, 0.030000, 0
2,2, 297174910600000, 0.028928, 0.030000, 0
3,0, 297174910600000, 0.033958, 0.030000, 0
3,1, 297174910600000, 0.025507, 0.030000, 0
3,2, 297174910600000, 0.029617, 0.030000, 0
0,0, 297174910800000, 0.033436, 0.030000, 0
0,1, 297174910800000, 0.023368, 0.030000, 0
0,2, 297174910800000, 0.028677, 0.030000, 0
1,0, 297174910800000, 0.033675, 0.030000, 0
1,1, 297174910800000, 0.027753, 0.030000, 0
1,2, 297174910800000, 0.027627, 0.030000, 0
2,0, 297174910800000, 0.030729, 0.030000, 0
2,1, 297174910800000, 0.026941, 0.030000, 0
2,2, 297174910800000, 0.027604, 0.030000, 0
3,0, 297174910800000, 0.032939, 0.030000, 0
3,1, 297174910800000, 0.024434, 0.030000, 0
3,2, 297174910800000, 0.026488, 0.030000, 0
0,0, 297174911000000, 0.036618, 0.030000, 0
0,1, 297174911000000, 0.020444, 0.030000, 0
0,2, 297174911000000, 0.028939, 0.030000, 0
1,0, 297174911000000, 0.038197, 0.030000, 0
1,1, 297174911000000, 0.027017, 0.030000, 0
1,2, 297174911000000, 0.028414, 0.030000, 0
2,0, 297174911000000, 0.032785, 0.030000, 0
2,1, 297174911000000, 0.023690, 0.030000, 0
2,2, 297174911000000, 0.028402, 0.030000, 0
3,0, 297174911000000, 0.033449, 0.030000, 0
3,1, 297174911000000, 0.023897, 0.030000, 0
3,2, 297174911000000, 0.026384, 0.030000, 0
0,0, 297174911200000, 0.037709, 0.030000, 0
0,1, 297174911200000, 0.030662, 0.030000, 0
0,2, 297174911200000, 0.030529, 0.030000, 0
1,0, 297174911200000, 0.038499, 0.030000, 0
1,1, 297174911200000, 0.029568, 0.030000, 0
1,2, 297174911200000, 0.028807, 0.030000, 0
2,0, 297174911200000, 0.033812, 0.030000, 0
2,1, 297174911200000, 0.027905, 0.030000, 0
2,2, 297174911200000, 0.027341, 0.030000, 0
3,0, 297174911200000, 0.034645, 0.030000, 0
3,1, 297174911200000, 0.029468, 0.030000, 0
3,2, 297174911200000, 0.030712, 0.030000, 0
0,0, 297174911400000, 0.034814, 0.030000, 0
0,1, 297174911400000, 0.031391, 0.030000, 0
0,2, 297174911400000, 0.028405, 0.030000, 0
1,0, 297174911400000, 0.033749, 0.030000, 0
1,1, 297174911400000, 0.029384, 0.030000, 0
1,2, 297174911400000, 0.027543, 0.030000, 0
2,0, 297174911400000, 0.031406, 0.030000, 0
2,1, 297174911400000, 0.028553, 0.030000, 0
2,2, 297174911400000, 0.025350, 0.030000, 0
3,0, 297174911400000, 0.036202, 0.030000, 0
3,1, 297174911400000, 0.030794, 0.030000, 0
3,2, 297174911400000, 0.029956, 0.030000, 0
0,0, 297174911600000, 0.036287, 0.030000, 0
0,1, 297174911600000, 0.025915, 0.030000, 0
0,2, 297174911600000, 0.033182, 0.030000, 0
1,0, 297174911600000, 0.035755, 0.030000, 0
1,1, 297174911600000, 0.026372, 0.030000, 0
1,2, 297174911600000, 0.028372, 0.030000, 0
2,0, 297174911600000, 0.033123, 0.030000, 0
2,1, 297174911600000, 0.025956, 0.030000, 0
2,2, 297174911600000, 0.028735, 0.030000, 0
3,0, 297174911600000, 0.035521, 0.030000, 0
3,1, 297174911600000, 0.029997, 0.030000, 0
3,2, 297174911600000, 0.031038, 0.030000, 0
0,0, 297174911800000, 0.031224, 0.030000, 0
0,1, 297174911800000, 0.020258, 0.030000, 0
0,2, 297174911800000, 0.031191, 0.030000, 0
1,0, 297174911800000, 0.033897, 0.030000, 0
1,1, 297174911800000, 0.023406, 0.030000, 0
1,2, 297174911800000, 0.031706, 0.030000, 0
2,0, 297174911800000, 0.032522, 0.030000, 0
2,1, 297174911800000, 0.020278, 0.030000, 0
2,2, 297174911800000, 0.027508, 0.030000, 0
3,0, 297174911800000, 0.032341, 0.030000, 0
3,1, 297174911800000, 0.025219, 0.030000, 0
3,2, 297174911800000, 0.031579, 0.030000, 0
0,0, 297174912000000, 0.031572, 0.030000, 0
0,1, 297174912000000, 0.020349, 0.030000, 0
0,2, 297174912000000, 0.025816, 0.030000, 0
1,0, 297174912000000, 0.032909, 0.030000, 0
1,1, 297174912000000, 0.021923, 0.030000, 0
1,2, 297174912000000, 0.024613, 0.030000, 0
2,0, 297174912000000, 0.027841, 0.030000, 0
2,1, 297174912000000, 0.021819, 0.030000, 0
2,2, 297174912000000, 0.022514, 0.030000, 0
3,0, 297174912000000, 0.027750, 0.030000, 0
3,1, 297174912000000, 0.024289, 0.030000, 0
3,2, 297174912000000, 0.023090, 0.030000, 0
0,0, 297174912200000, 0.030286, 0.030000, 0
0,1, 297174912200000, 0.024774, 0.030000, 0
0,2, 297174912200000, 0.024588, 0.030000, 0
1,0, 297174912200000, 0.029494, 0.030000, 0
1,1, 297174912200000, 0.025562, 0.030000, 0
1,2, 297174912200000, 0.021066, 0.030000, 0
2,0, 297174912200000, 0.026960, 0.030000, 0
2,1, 297174912200000, 0.025510, 0.030000, 0
2,2, 297174912200000, 0.020017, 0.030000, 0
3,0, 297174912200000, 0.028375, 0.030000, 0
3,1, 297174912200000, 0.025285, 0.030000, 0
3,2, 297174912200000, 0.017385, 0.030000, 0
0,0, 297174912400000, 0.032563, 0.030000, 0
0,1, 297174912400000, 0.025527, 0.030000, 0
0,2, 297174912400000, 0.026894, 0.030000, 0
1,0, 297174912400000, 0.030707, 0.030000, 0
1,1, 297174912400000, 0.025921, 0.030000, 0
1,2, 297174912400000, 0.023673, 0.030000, 0
2,0, 297174912400000, 0.030900, 0.030000, 0
2,1, 297174912400000, 0.024435, 0.030000, 0
2,2, 297174912400000, 0.021688, 0.030000, 0
3,0, 297174912400000, 0.027228, 0.030000, 0
3,1, 297174912400000, 0.022862, 0.030000, 0
3,2, 297174912400000, 0.021832, 0.030000, 0
0,0, 297174912600000, 0.038081, 0.030000, 0
0,1, 297174912600000, 0.025904, 0.030000, 0
0,2, 297174912600000, 0.030967, 0.030000, 0
1,0, 297174912600000, 0.034234, 0.030000, 0
1,1, 297174912600000, 0.029020, 0.030000, 0
1,2, 297174912600000, 0.027897, 0.030000, 0
2,0, 297174912600000, 0.034330, 0.030000, 0
2,1, 297174912600000, 0.023897, 0.030000, 0
2,2, 297174912600000, 0.023984, 0.030000, 0
3,0, 297174912600000, 0.035414, 0.030000, 0
3,1, 297174912600000, 0.023111, 0.030000, 0
3,2, 297174912600000, 0.025516, 0.030000, 0
0,0, 297174912800000, 0.033541, 0.030000, 0
0,1, 297174912800000, 0.024632, 0.030000, 0
0,2, 297174912800000, 0.025703, 0.030000, 0
1,0, 297174912800000, 0.027237, 0.030000, 0
1,1, 297174912800000, 0.026190, 0.030000, 0
1,2, 297174912800000, 0.022708, 0.030000, 0
2,0, 297174912800000, 0.030205, 0.030000, 0
2,1, 297174912800000, 0.026549, 0.030000, 0
2,2, 297174912800000, 0.025132, 0.030000, 0
3,0, 297174912800000, 0.030747, 0.030000, 0
3,1, 297174912800000, 0.021776, 0.030000, 0
3,2, 297174912800000, 0.024438, 0.030000, 0
0,0, 297174913000000, 0.034190, 0.030000, 0
0,1, 297174913000000, 0.025016, 0.030000, 0
0,2, 297174913000000, 0.024532, 0.030000, 0
1,0, 297174913000000, 0.029578, 0.030000, 0
1,1, 297174913000000, 0.021415, 0.030000, 0
1,2, 297174913000000, 0.023034, 0.030000, 0
2,0, 297174913000000, 0.033983, 0.030000, 0
2,1, 297174913000000, 0.027874, 0.030000, 0
2,2, 297174913000000, 0.025706, 0.030000, 0
3,0, 297174913000000, 0.031333, 0.030000, 0
3,1, 297174913000000, 0.022128, 0.030000, 0
3,2, 297174913000000, 0.023899, 0.030000, 0
0,0, 297174913200000, 0.033055, 0.030000, 0
0,1, 297174913200000, 0.026128, 0.030000, 0
0,2, 297174913200000, 0.022486, 0.030000, 0
1,0, 297174913200000, 0.033669, 0.030000, 0
1,1, 297174913200000, 0.025788, 0.030000, 0
1,2, 297174913200000, 0.024657, 0.030000, 0
2,0, 297174913200000, 0.034411, 0.030000, 0
2,1, 297174913200000, 0.029997, 0.030000, 0
2,2, 297174913200000, 0.023073, 0.030000, 0
3,0, 297174913200000, 0.031627, 0.030000, 0
3,1, 297174913200000, 0.024684, 0.030000, 0
3,2, 297174913200000, 0.022170, 0.030000, 0
0,0, 297174913400000, 0.030588, 0.030000, 0
0,1, 297174913400000, 0.023284, 0.030000, 0
0,2, 297174913400000, 0.021463, 0.030000, 0
1,0, 297174913400000, 0.030895, 0.030000, 0
1,1, 297174913400000, 0.023114, 0.030000, 0
1,2, 297174913400000, 0.022549, 0.030000, 0
2,0, 297174913400000, 0.028786, 0.030000, 0
2,1, 297174913400000, 0.026679, 0.030000, 0
2,2, 297174913400000, 0.021757, 0.030000, 0
3,0, 297174913400000, 0.029873, 0.030000, 0
3,1, 297174913400000, 0.024022, 0.030000, 0
3,2, 297174913400000, 0.019845, 0.030000, 0
0,0, 297174913600000, 0.027374, 0.030000, 0
0,1, 297174913600000, 0.029162, 0.030000, 0
0,2, 297174913600000, 0.023871, 0.030000, 0
1,0, 297174913600000, 0.027527, 0.030000, 0
1,1, 297174913600000, 0.027617, 0.030000, 0
1,2, 297174913600000, 0.027334, 0.030000, 0
2,0, 297174913600000, 0.027433, 0.030000, 0
2,1, 297174913600000, 0.032319, 0.030000, 0
2,2, 297174913600000, 0.026938, 0.030000, 0
3,0, 297174913600000, 0.029977, 0.030000, 0
3,1, 297174913600000, 0.029531, 0.030000, 0
3,2, 297174913600000, 0.025982, 0.030000, 0
0,0, 297174913800000, 0.023807, 0.030000, 0
0,1, 297174913800000, 0.023341, 0.030000, 0
0,2, 297174913800000, 0.026536, 0.030000, 0
1,0, 297174913800000, 0.026804, 0.030000, 0
1,1, 297174913800000, 0.022568, 0.030000, 0
1,2, 297174913800000, 0.026807, 0.030000, 0
2,0, 297174913800000, 0.028216, 0.030000, 0
2,1, 297174913800000, 0.027840, 0.030000, 0
2,2, 297174913800000, 0.026609, 0.030000, 0
3,0, 297174913800000, 0.028028, 0.030000, 0
3,1, 297174913800000, 0.024985, 0.030000, 0
3,2, 297174913800000, 0.024671, 0.030000, 0
0,0, 297174914000000, 0.029323, 0.030000, 0
0,1, 297174914000000, 0.024810, 0.030000, 0
0,2, 297174914000000, 0.026408, 0.030000, 0
1,0, 297174914000000, 0.027902, 0.030000, 0
1,1, 297174914000000, 0.024424, 0.030000, 0
1,2, 297174914000000, 0.026544, 0.030000, 0
2,0, 297174914000000, 0.028608, 0.030000, 0
2,1, 297174914000000, 0.025600, 0.030000, 0
2,2, 297174914000000, 0.024985, 0.030000, 0
3,0, 297174914000000, 0.027054, 0.030000, 0
3,1, 297174914000000, 0.027093, 0.030000, 0
3,2, 297174914000000, 0.022556, 0.030000, 0
0,0, 297174914200000, 0.036462, 0.030000, 0
0,1, 297174914200000, 0.027705, 0.030000, 0
0,2, 297174914200000, 0.024884, 0.030000, 0
1,0, 297174914200000, 0.031371, 0.030000, 0
1,1, 297174914200000, 0.027512, 0.030000, 0
1,2, 297174914200000, 0.023492, 0.030000, 0
2,0, 297174914200000, 0.033184, 0.030000, 0
2,1, 297174914200000, 0.025180, 0.030000, 0
2,2, 297174914200000, 0.019792, 0.030000, 0
3,0, 297174914200000, 0.032407, 0.030000, 0
3,1, 297174914200000, 0.025226, 0.030000, 0
3,2, 297174914200000, 0.021498, 0.030000, 0
0,0, 297174914400000, 0.032731, 0.030000, 0
0,1, 297174914400000, 0.023393, 0.030000, 0
0,2, 297174914400000, 0.027042, 0.030000, 0
1,0, 297174914400000, 0.033105, 0.030000, 0
1,1, 297174914400000, 0.026216, 0.030000, 0
1,2, 297174914400000, 0.026346, 0.030000, 0
2,0, 297174914400000, 0.031092, 0.030000, 0
2,1, 297174914400000, 0.019210, 0.030000, 0
2,2, 297174914400000, 0.020116, 0.030000, 0
3,0, 297174914400000, 0.033624, 0.030000, 0
3,1, 297174914400000, 0.021373, 0.030000, 0
3,2, 297174914400000, 0.023889, 0.030000, 0
0,0, 297174914600000, 0.029405, 0.030000, 0
0,1, 297174914600000, 0.017536, 0.030000, 0
0,2, 297174914600000, 0.025201, 0.030000, 0
1,0, 297174914600000, 0.031053, 0.030000, 0
1,1, 297174914600000, 0.021868, 0.030000, 0
1,2, 297174914600000, 0.024853, 0.030000, 0
2,0, 297174914600000, 0.027126, 0.030000, 0
2,1, 297174914600000, 0.018365, 0.030000, 0
2,2, 297174914600000, 0.021738, 0.030000, 0
3,0, 297174914600000, 0.028392, 0.030000, 0
3,1, 297174914600000, 0.017987, 0.030000, 0
3,2, 297174914600000, 0.020704, 0.030000, 0
0,0, 297174914800000, 0.036503, 0.030000, 0
0,1, 297174914800000, 0.023368, 0.030000, 0
0,2, 297174914800000, 0.025740, 0.030000, 0
1,0, 297174914800000, 0.034406, 0.030000, 0
1,1, 297174914800000, 0.021154, 0.030000, 0
1,2, 297174914800000, 0.022646, 0.030000, 0
2,0, 297174914800000, 0.032443, 0.030000, 0
2,1, 297174914800000, 0.022322, 0.030000, 0
2,2, 297174914800000, 0.024009, 0.030000, 0
3,0, 297174914800000, 0.035996, 0.030000, 0
3,1, 297174914800000, 0.023593, 0.030000, 0
3,2, 297174914800000, 0.022032, 0.030000, 0
0,0, 297174915000000, 0.034211, 0.030000, 0
0,1, 297174915000000, 0.023364, 0.030000, 0
0,2, 297174915000000, 0.018710, 0.030000, 0
1,0, 297174915000000, 0.031703, 0.030000, 0
1,1, 297174915000000, 0.023717, 0.030000, 0
1,2, 297174915000000, 0.020083, 0.030000, 0
2,0, 297174915000000, 0.035102, 0.030000, 0
2,1, 297174915000000, 0.022841, 0.030000, 0
2,2, 297174915000000, 0.022225, 0.030000, 0
3,0, 297174915000000, 0.036878, 0.030000, 0
3,1, 297174915000000, 0.027857, 0.030000, 0
3,2, 297174915000000, 0.021236, 0.030000, 0
0,0, 297174915200000, 0.037446, 0.030000, 0
0,1, 297174915200000, 0.021902, 0.030000, 0
0,2, 297174915200000, 0.022495, 0.030000, 0
1,0, 297174915200000, 0.034732, 0.030000, 0
1,1, 297174915200000, 0.026459, 0.030000, 0
1,2, 297174915200000, 0.024642, 0.030000, 0
2,0, 297174915200000, 0.039351, 0.030000, 0
2,1, 297174915200000, 0.027481, 0.030000, 0
2,2, 297174915200000, 0.025712, 0.030000, 0
3,0, 297174915200000, 0.038779, 0.030000, 0
3,1, 297174915200000, 0.025608, 0.030000, 0
3,2, 297174915200000, 0.025218, 0.030000, 0
0,0, 297174915400000, 0.034683, 0.030000, 0
0,1, 297174915400000, 0.018251, 0.030000, 0
0,2, 297174915400000, 0.022928, 0.030000, 0
1,0, 297174915400000, 0.034786, 0.030000, 0
1,1, 297174915400000, 0.023449, 0.030000, 0
1,2, 297174915400000, 0.025461, 0.030000, 0
2,0, 297174915400000, 0.038555, 0.030000, 0
2,1, 297174915400000, 0.022500, 0.030000, 0
2,2, 297174915400000, 0.024536, 0.030000, 0
3,0, 297174915400000, 0.039729, 0.030000, 0
3,1, 297174915400000, 0.021564, 0.030000, 0
3,2, 297174915400000, 0.024289, 0.030000, 0
0,0, 297174915600000, 0.034761, 0.030000, 0
0,1, 297174915600000, 0.024426, 0.030000, 0
0,2, 297174915600000, 0.024604, 0.030000, 0
1,0, 297174915600000, 0.034813, 0.030000, 0
1,1, 297174915600000, 0.025565, 0.030000, 0
1,2, 297174915600000, 0.027330, 0.030000, 0
2,0, 297174915600000, 0.039618, 0.030000, 0
2,1, 297174915600000, 0.023630, 0.030000, 0
2,2, 297174915600000, 0.023948, 0.030000, 0
3,0, 297174915600000, 0.037285, 0.030000, 0
3,1, 297174915600000, 0.023922, 0.030000, 0
3,2, 297174915600000, 0.025285, 0.030000, 0
0,0, 297174915800000, 0.033341, 0.030000, 0
0,1, 297174915800000, 0.030533, 0.030000, 0
0,2, 297174915800000, 0.025442, 0.030000, 0
1,0, 297174915800000, 0.031906, 0.030000, 0
1,1, 297174915800000, 0.031122, 0.030000, 0
1,2, 297174915800000, 0.025345, 0.030000, 0
2,0, 297174915800000, 0.035769, 0.030000, 0
2,1, 297174915800000, 0.028695, 0.030000, 0
2,2, 297174915800000, 0.026574, 0.030000, 0
3,0, 297174915800000, 0.036062, 0.030000, 0
3,1, 297174915800000, 0.030941, 0.030000, 0
3,2, 297174915800000, 0.025782, 0.030000, 0
0,0, 297174916000000, 0.031170, 0.030000, 0
0,1, 297174916000000, 0.029866, 0.030000, 0
0,2, 297174916000000, 0.022941, 0.030000, 0
1,0, 297174916000000, 0.028993, 0.030000, 0
1,1, 297174916000000, 0.028701, 0.030000, 0
1,2, 297174916000000, 0.025813, 0.030000, 0
2,0, 297174916000000, 0.032384, 0.030000, 0
2,1, 297174916000000, 0.026028, 0.030000, 0
2,2, 297174916000000, 0.024967, 0.030000, 0
3,0, 297174916000000, 0.031071, 0.030000, 0
3,1, 297174916000000, 0.028611, 0.030000, 0
3,2, 297174916000000, 0.026031, 0.030000, 0
0,0, 297174916200000, 0.034465, 0.030000, 0
0,1, 297174916200000, 0.029533, 0.030000, 0
0,2, 297174916200000, 0.026070, 0.030000, 0
1,0, 297174916200000, 0.031917, 0.030000, 0
1,1, 297174916200000, 0.027491, 0.030000, 0
1,2, 297174916200000, 0.026046, 0.030000, 0
2,0, 297174916200000, 0.035072, 0.030000, 0
2,1, 297174916200000, 0.023234, 0.030000, 0
2,2, 297174916200000, 0.025624, 0.030000, 0
3,0, 297174916200000, 0.032956, 0.030000, 0
3,1, 297174916200000, 0.028905, 0.030000, 0
3,2, 297174916200000, 0.029076, 0.030000, 0
0,0, 297174916400000, 0.037573, 0.030000, 0
0,1, 297174916400000, 0.023527, 0.030000, 0
0,2, 297174916400000, 0.020335, 0.030000, 0
1,0, 297174916400000, 0.037758, 0.030000, 0
1,1, 297174916400000, 0.025425, 0.030000, 0
1,2, 297174916400000, 0.023243, 0.030000, 0
2,0, 297174916400000, 0.036416, 0.030000, 0
2,1, 297174916400000, 0.024757, 0.030000, 0
2,2, 297174916400000, 0.023032, 0.030000, 0
3,0, 297174916400000, 0.036818, 0.030000, 0
3,1, 297174916400000, 0.024673, 0.030000, 0
3,2, 297174916400000, 0.021838, 0.030000, 0
0,0, 297174916600000, 0.034746, 0.030000, 0
0,1, 297174916600000, 0.023663, 0.030000, 0
0,2, 297174916600000, 0.017468, 0.030000, 0
1,0, 297174916600000, 0.039219, 0.030000, 0
1,1, 297174916600000, 0.024393, 0.030000, 0
1,2, 297174916600000, 0.018922, 0.030000, 0
2,0, 297174916600000, 0.035628, 0.030000, 0
2,1, 297174916600000, 0.025738, 0.030000, 0
2,2, 297174916600000, 0.014436, 0.030000, 0
3,0, 297174916600000, 0.037289, 0.030000, 0
3,1, 297174916600000, 0.024236, 0.030000, 0
3,2, 297174916600000, 0.019679, 0.030000, 0
0,0, 297174916800000, 0.037713, 0.030000, 0
0,1, 297174916800000, 0.026272, 0.030000, 0
0,2, 297174916800000, 0.026254, 0.030000, 0
1,0, 297174916800000, 0.038490, 0.030000, 0
1,1, 297174916800000, 0.023876, 0.030000, 0
1,2, 297174916800000, 0.026981, 0.030000, 0
2,0, 297174916800000, 0.036694, 0.030000, 0
2,1, 297174916800000, 0.024369, 0.030000, 0
2,2, 297174916800000, 0.021818, 0.030000, 0
3,0, 297174916800000, 0.037524, 0.030000, 0
3,1, 297174916800000, 0.026578, 0.030000, 0
3,2, 297174916800000, 0.030279, 0.030000, 0
0,0, 297174917000000, 0.035517, 0.030000, 0
0,1, 297174917000000, 0.029196, 0.030000, 0
0,2, 297174917000000, 0.030647, 0.030000, 0
1,0, 297174917000000, 0.032985, 0.030000, 0
1,1, 297174917000000, 0.027998, 0.030000, 0
1,2, 297174917000000, 0.028090, 0.030000, 0
2,0, 297174917000000, 0.035007, 0.030000, 0
2,1, 297174917000000, 0.025325, 0.030000, 0
2,2, 297174917000000, 0.024049, 0.030000, 0
3,0, 297174917000000, 0.033262, 0.030000, 0
3,1, 297174917000000, 0.029349, 0.030000, 0
3,2, 297174917000000, 0.031200, 0.030000, 0
0,0, 297174917200000, 0.037458, 0.030000, 0
0,1, 297174917200000, 0.029198, 0.030000, 0
0,2, 297174917200000, 0.031383, 0.030000, 0
1,0, 297174917200000, 0.036232, 0.030000, 0
1,1, 297174917200000, 0.030059, 0.030000, 0
1,2, 297174917200000, 0.031565, 0.030000, 0
2,0, 297174917200000, 0.038684, 0.030000, 0
2,1, 297174917200000, 0.025802, 0.030000, 0
2,2, 297174917200000, 0.028084, 0.030000, 0
3,0, 297174917200000, 0.035511, 0.030000, 0
3,1, 297174917200000, 0.027815, 0.030000, 0
3,2, 297174917200000, 0.031660, 0.030000, 0
0,0, 297174917400000, 0.033229, 0.030000, 0
0,1, 297174917400000, 0.021899, 0.030000, 0
0,2, 297174917400000, 0.022992, 0.030000, 0
1,0, 297174917400000, 0.032616, 0.030000, 0
1,1, 297174917400000, 0.028170, 0.030000, 0
1,2, 297174917400000, 0.028923, 0.030000, 0
2,0, 297174917400000, 0.033842, 0.030000, 0
2,1, 297174917400000, 0.021661, 0.030000, 0
2,2, 297174917400000, 0.022802, 0.030000, 0
3,0, 297174917400000, 0.033716, 0.030000, 0
3,1, 297174917400000, 0.024127, 0.030000, 0
3,2, 297174917400000, 0.026050, 0.030000, 0
0,0, 297174917600000, 0.032575, 0.030000, 0
0,1, 297174917600000, 0.027009, 0.030000, 0
0,2, 297174917600000, 0.021716, 0.030000, 0
1,0, 297174917600000, 0.032268, 0.030000, 0
1,1, 297174917600000, 0.024305, 0.030000, 0
1,2, 297174917600000, 0.021761, 0.030000, 0
2,0, 297174917600000, 0.028501, 0.030000, 0
2,1, 297174917600000, 0.025431, 0.030000, 0
2,2, 297174917600000, 0.021621, 0.030000, 0
3,0, 297174917600000, 0.032818, 0.030000, 0
3,1, 297174917600000, 0.028124, 0.030000, 0
3,2, 297174917600000, 0.024705, 0.030000, 0
0,0, 297174917800000, 0.029327, 0.030000, 0
0,1, 297174917800000, 0.028105, 0.030000, 0
0,2, 297174917800000, 0.016698, 0.030000, 0
1,0, 297174917800000, 0.029174, 0.030000, 0
1,1, 297174917800000, 0.023832, 0.030000, 0
1,2, 297174917800000, 0.018181, 0.030000, 0
2,0, 297174917800000, 0.030210, 0.030000, 0
2,1, 297174917800000, 0.030235, 0.030000, 0
2,2, 297174917800000, 0.021031, 0.030000, 0
3,0, 297174917800000, 0.029449, 0.030000, 0
3,1, 297174917800000, 0.027202, 0.030000, 0
3,2, 297174917800000, 0.019652, 0.030000, 0
0,0, 297174918000000, 0.030624, 0.030000, 0
0,1, 297174918000000, 0.033032, 0.030000, 0
0,2, 297174918000000, 0.024409, 0.030000, 0
1,0, 297174918000000, 0.030547, 0.030000, 0
1,1, 297174918000000, 0.030896, 0.030000, 0
1,2, 297174918000000, 0.026610, 0.030000, 0
2,0, 297174918000000, 0.029605, 0.030000, 0
2,1, 297174918000000, 0.032638, 0.030000, 0
2,2, 297174918000000, 0.028035, 0.030000, 0
3,0, 297174918000000, 0.027764, 0.030000, 0
3,1, 297174918000000, 0.032581, 0.030000, 0
3,2, 297174918000000, 0.028806, 0.030000, 0
