nid,ifid,raw_T,scbr,delta,flag
0,0, 297174918200000, 0.031272, 0.030000, 0
0,1, 297174918200000, 0.026776, 0.030000, 0
0,2, 297174918200000, 0.018044, 0.030000, 0
1,0, 297174918200000, 0.034154, 0.030000, 0
1,1, 297174918200000, 0.025668, 0.030000, 0
1,2, 297174918200000, 0.019145, 0.030000, 0
2,0, 297174918200000, 0.032223, 0.030000, 0
2,1, 297174918200000, 0.025099, 0.030000, 0
2,2, 297174918200000, 0.018398, 0.030000, 0
3,0, 297174918200000, 0.029842, 0.030000, 0
3,1, 297174918200000, 0.026570, 0.030000, 0
3,2, 297174918200000, 0.020243, 0.030000, 0
0,0, 297174918400000, 0.025756, 0.030000, 0
0,1, 297174918400000, 0.025068, 0.030000, 0
0,2, 297174918400000, 0.019242, 0.030000, 0
1,0, 297174918400000, 0.028657, 0.030000, 0
1,1, 297174918400000, 0.028894, 0.030000, 0
1,2, 297174918400000, 0.019793, 0.030000, 0
2,0, 297174918400000, 0.027691, 0.030000, 0
2,1, 297174918400000, 0.022769, 0.030000, 0
2,2, 297174918400000, 0.017959, 0.030000, 0
3,0, 297174918400000, 0.027961, 0.030000, 0
3,1, 297174918400000, 0.023505, 0.030000, 0
3,2, 297174918400000, 0.020342, 0.030000, 0
0,0, 297174918600000, 0.027378, 0.030000, 0
0,1, 297174918600000, 0.025674, 0.030000, 0
0,2, 297174918600000, 0.021301, 0.030000, 0
1,0, 297174918600000, 0.030288, 0.030000, 0
1,1, 297174918600000, 0.029047, 0.030000, 0
1,2, 297174918600000, 0.020116, 0.030000, 0
2,0, 297174918600000, 0.028346, 0.030000, 0
2,1, 297174918600000, 0.024525, 0.030000, 0
2,2, 297174918600000, 0.016279, 0.030000, 0
3,0, 297174918600000, 0.028481, 0.030000, 0
3,1, 297174918600000, 0.023433, 0.030000, 0
3,2, 297174918600000, 0.024771, 0.030000, 0
0,0, 297174918800000, 0.031169, 0.030000, 0
0,1, 297174918800000, 0.025977, 0.030000, 0
0,2, 297174918800000, 0.026711, 0.030000, 0
1,0, 297174918800000, 0.032624, 0.030000, 0
1,1, 297174918800000, 0.032044, 0.030000, 0
1,2, 297174918800000, 0.029038, 0.030000, 0
2,0, 297174918800000, 0.031593, 0.030000, 0
2,1, 297174918800000, 0.028322, 0.030000, 0
2,2, 297174918800000, 0.027120, 0.030000, 0
3,0, 297174918800000, 0.034680, 0.030000, 0
3,1, 297174918800000, 0.030696, 0.030000, 0
3,2, 297174918800000, 0.032825, 0.030000, 0
0,0, 297174919000000, 0.031544, 0.030000, 0
0,1, 297174919000000, 0.026129, 0.030000, 0
0,2, 297174919000000, 0.025035, 0.030000, 0
1,0, 297174919000000, 0.030812, 0.030000, 0
1,1, 297174919000000, 0.032082, 0.030000, 0
1,2, 297174919000000, 0.027659, 0.030000, 0
2,0, 297174919000000, 0.030296, 0.030000, 0
2,1, 297174919000000, 0.028761, 0.030000, 0
2,2, 297174919000000, 0.023780, 0.030000, 0
3,0, 297174919000000, 0.031840, 0.030000, 0
3,1, 297174919000000, 0.024108, 0.030000, 0
3,2, 297174919000000, 0.025173, 0.030000, 0
0,0, 297174919200000, 0.031732, 0.030000, 0
0,1, 297174919200000, 0.027664, 0.030000, 0
0,2, 297174919200000, 0.022738, 0.030000, 0
1,0, 297174919200000, 0.029906, 0.030000, 0
1,1, 297174919200000, 0.030641, 0.030000, 0
1,2, 297174919200000, 0.026970, 0.030000, 0
2,0, 297174919200000, 0.026728, 0.030000, 0
2,1, 297174919200000, 0.033361, 0.030000, 0
2,2, 297174919200000, 0.026490, 0.030000, 0
3,0, 297174919200000, 0.028960, 0.030000, 0
3,1, 297174919200000, 0.025194, 0.030000, 0
3,2, 297174919200000, 0.022806, 0.030000, 0
0,0, 297174919400000, 0.034746, 0.030000, 0
0,1, 297174919400000, 0.026972, 0.030000, 0
0,2, 297174919400000, 0.023049, 0.030000, 0
1,0, 297174919400000, 0.032373, 0.030000, 0
1,1, 297174919400000, 0.024080, 0.030000, 0
1,2, 297174919400000, 0.022245, 0.030000, 0
2,0, 297174919400000, 0.029324, 0.030000, 0
2,1, 297174919400000, 0.028360, 0.030000, 0
2,2, 297174919400000, 0.019085, 0.030000, 0
3,0, 297174919400000, 0.030440, 0.030000, 0
3,1, 297174919400000, 0.027197, 0.030000, 0
3,2, 297174919400000, 0.020163, 0.030000, 0
0,0, 297174919600000, 0.027493, 0.030000, 0
0,1, 297174919600000, 0.022246, 0.030000, 0
0,2, 297174919600000, 0.017364, 0.030000, 0
1,0, 297174919600000, 0.027767, 0.030000, 0
1,1, 297174919600000, 0.020800, 0.030000, 0
1,2, 297174919600000, 0.015502, 0.030000, 0
2,0, 297174919600000, 0.026242, 0.030000, 0
2,1, 297174919600000, 0.024400, 0.030000, 0
2,2, 297174919600000, 0.015382, 0.030000, 0
3,0, 297174919600000, 0.028260, 0.030000, 0
3,1, 297174919600000, 0.025279, 0.030000, 0
3,2, 297174919600000, 0.015922, 0.030000, 0
0,0, 297174919800000, 0.029707, 0.030000, 0
0,1, 297174919800000, 0.022803, 0.030000, 0
0,2, 297174919800000, 0.021822, 0.030000, 0
1,0, 297174919800000, 0.028383, 0.030000, 0
1,1, 297174919800000, 0.023540, 0.030000, 0
1,2, 297174919800000, 0.020891, 0.030000, 0
2,0, 297174919800000, 0.024701, 0.030000, 0
2,1, 297174919800000, 0.020960, 0.030000, 0
2,2, 297174919800000, 0.017911, 0.030000, 0
3,0, 297174919800000, 0.027170, 0.030000, 0
3,1, 297174919800000, 0.022859, 0.030000, 0
3,2, 297174919800000, 0.019641, 0.030000, 0
0,0, 297174920000000, 0.029353, 0.030000, 0
0,1, 297174920000000, 0.024542, 0.030000, 0
0,2, 297174920000000, 0.026971, 0.030000, 0
1,0, 297174920000000, 0.030152, 0.030000, 0
1,1, 297174920000000, 0.023450, 0.030000, 0
1,2, 297174920000000, 0.025046, 0.030000, 0
2,0, 297174920000000, 0.026851, 0.030000, 0
2,1, 297174920000000, 0.022160, 0.030000, 0
2,2, 297174920000000, 0.023556, 0.030000, 0
3,0, 297174920000000, 0.028085, 0.030000, 0
3,1, 297174920000000, 0.023110, 0.030000, 0
3,2, 297174920000000, 0.025880, 0.030000, 0
0,0, 297174920200000, 0.035017, 0.030000, 0
0,1, 297174920200000, 0.026871, 0.030000, 0
0,2, 297174920200000, 0.026626, 0.030000, 0
1,0, 297174920200000, 0.031036, 0.030000, 0
1,1, 297174920200000, 0.023405, 0.030000, 0
1,2, 297174920200000, 0.022743, 0.030000, 0
2,0, 297174920200000, 0.029385, 0.030000, 0
2,1, 297174920200000, 0.022760, 0.030000, 0
2,2, 297174920200000, 0.024918, 0.030000, 0
3,0, 297174920200000, 0.030003, 0.030000, 0
3,1, 297174920200000, 0.026155, 0.030000, 0
3,2, 297174920200000, 0.029000, 0.030000, 0
0,0, 297174920400000, 0.031248, 0.030000, 0
0,1, 297174920400000, 0.025115, 0.030000, 0
0,2, 297174920400000, 0.020613, 0.030000, 0
1,0, 297174920400000, 0.030718, 0.030000, 0
1,1, 297174920400000, 0.024843, 0.030000, 0
1,2, 297174920400000, 0.024511, 0.030000, 0
2,0, 297174920400000, 0.032813, 0.030000, 0
2,1, 297174920400000, 0.027440, 0.030000, 0
2,2, 297174920400000, 0.025599, 0.030000, 0
3,0, 297174920400000, 0.029501, 0.030000, 0
3,1, 297174920400000, 0.024757, 0.030000, 0
3,2, 297174920400000, 0.024720, 0.030000, 0
0,0, 297174920600000, 0.033844, 0.030000, 0
0,1, 297174920600000, 0.025698, 0.030000, 0
0,2, 297174920600000, 0.024906, 0.030000, 0
1,0, 297174920600000, 0.032139, 0.030000, 0
1,1, 297174920600000, 0.021181, 0.030000, 0
1,2, 297174920600000, 0.026856, 0.030000, 0
2,0, 297174920600000, 0.033186, 0.030000, 0
2,1, 297174920600000, 0.023940, 0.030000, 0
2,2, 297174920600000, 0.025939, 0.030000, 0
3,0, 297174920600000, 0.029251, 0.030000, 0
3,1, 297174920600000, 0.024059, 0.030000, 0
3,2, 297174920600000, 0.022580, 0.030000, 0
0,0, 297174920800000, 0.032882, 0.030000, 0
0,1, 297174920800000, 0.028909, 0.030000, 0
0,2, 297174920800000, 0.025213, 0.030000, 0
1,0, 297174920800000, 0.030569, 0.030000, 0
1,1, 297174920800000, 0.023731, 0.030000, 0
1,2, 297174920800000, 0.026568, 0.030000, 0
2,0, 297174920800000, 0.032553, 0.030000, 0
2,1, 297174920800000, 0.028030, 0.030000, 0
2,2, 297174920800000, 0.028650, 0.030000, 0
3,0, 297174920800000, 0.032045, 0.030000, 0
3,1, 297174920800000, 0.032469, 0.030000, 0
3,2, 297174920800000, 0.025510, 0.030000, 0
0,0, 297174921000000, 0.032401, 0.030000, 0
0,1, 297174921000000, 0.029054, 0.030000, 0
0,2, 297174921000000, 0.026187, 0.030000, 0
1,0, 297174921000000, 0.029785, 0.030000, 0
1,1, 297174921000000, 0.025005, 0.030000, 0
1,2, 297174921000000, 0.027884, 0.030000, 0
2,0, 297174921000000, 0.032237, 0.030000, 0
2,1, 297174921000000, 0.027155, 0.030000, 0
2,2, 297174921000000, 0.027885, 0.030000, 0
3,0, 297174921000000, 0.029063, 0.030000, 0
3,1, 297174921000000, 0.027915, 0.030000, 0
3,2, 297174921000000, 0.024875, 0.030000, 0
0,0, 297174921200000, 0.039461, 0.030000, 0
0,1, 297174921200000, 0.029127, 0.030000, 0
0,2, 297174921200000, 0.027693, 0.030000, 0
1,0, 297174921200000, 0.035232, 0.030000, 0
1,1, 297174921200000, 0.024183, 0.030000, 0
1,2, 297174921200000, 0.030002, 0.030000, 0
2,0, 297174921200000, 0.034998, 0.030000, 0
2,1, 297174921200000, 0.022338, 0.030000, 0
2,2, 297174921200000, 0.028542, 0.030000, 0
3,0, 297174921200000, 0.033411, 0.030000, 0
3,1, 297174921200000, 0.022717, 0.030000, 0
3,2, 297174921200000, 0.028498, 0.030000, 0
0,0, 297174921400000, 0.035690, 0.030000, 0
0,1, 297174921400000, 0.026244, 0.030000, 0
0,2, 297174921400000, 0.028487, 0.030000, 0
1,0, 297174921400000, 0.033576, 0.030000, 0
1,1, 297174921400000, 0.025231, 0.030000, 0
1,2, 297174921400000, 0.031121, 0.030000, 0
2,0, 297174921400000, 0.033459, 0.030000, 0
2,1, 297174921400000, 0.022849, 0.030000, 0
2,2, 297174921400000, 0.025971, 0.030000, 0
3,0, 297174921400000, 0.032666, 0.030000, 0
3,1, 297174921400000, 0.023039, 0.030000, 0
3,2, 297174921400000, 0.028849, 0.030000, 0
0,0, 297174921600000, 0.035265, 0.030000, 0
0,1, 297174921600000, 0.027722, 0.030000, 0
0,2, 297174921600000, 0.030303, 0.030000, 0
1,0, 297174921600000, 0.037128, 0.030000, 0
1,1, 297174921600000, 0.030136, 0.030000, 0
1,2, 297174921600000, 0.030160, 0.030000, 0
2,0, 297174921600000, 0.035610, 0.030000, 0
2,1, 297174921600000, 0.030404, 0.030000, 0
2,2, 297174921600000, 0.027586, 0.030000, 0
3,0, 297174921600000, 0.036673, 0.030000, 0
3,1, 297174921600000, 0.030499, 0.030000, 0
3,2, 297174921600000, 0.026104, 0.030000, 0
0,0, 297174921800000, 0.033593, 0.030000, 0
0,1, 297174921800000, 0.024081, 0.030000, 0
0,2, 297174921800000, 0.028292, 0.030000, 0
1,0, 297174921800000, 0.034524, 0.030000, 0
1,1, 297174921800000, 0.026748, 0.030000, 0
1,2, 297174921800000, 0.025300, 0.030000, 0
2,0, 297174921800000, 0.032305, 0.030000, 0
2,1, 297174921800000, 0.026882, 0.030000, 0
2,2, 297174921800000, 0.026933, 0.030000, 0
3,0, 297174921800000, 0.035756, 0.030000, 0
3,1, 297174921800000, 0.025470, 0.030000, 0
3,2, 297174921800000, 0.029112, 0.030000, 0
0,0, 297174922000000, 0.031296, 0.030000, 0
0,1, 297174922000000, 0.019340, 0.030000, 0
0,2, 297174922000000, 0.021446, 0.030000, 0
1,0, 297174922000000, 0.031762, 0.030000, 0
1,1, 297174922000000, 0.020674, 0.030000, 0
1,2, 297174922000000, 0.022870, 0.030000, 0
2,0, 297174922000000, 0.033572, 0.030000, 0
2,1, 297174922000000, 0.020741, 0.030000, 0
2,2, 297174922000000, 0.022226, 0.030000, 0
3,0, 297174922000000, 0.035298, 0.030000, 0
3,1, 297174922000000, 0.021495, 0.030000, 0
3,2, 297174922000000, 0.023316, 0.030000, 0
0,0, 297174922200000, 0.035988, 0.030000, 0
0,1, 297174922200000, 0.028650, 0.030000, 0
0,2, 297174922200000, 0.029703, 0.030000, 0
1,0, 297174922200000, 0.033301, 0.030000, 0
1,1, 297174922200000, 0.029317, 0.030000, 0
1,2, 297174922200000, 0.028955, 0.030000, 0
2,0, 297174922200000, 0.035666, 0.030000, 0
2,1, 297174922200000, 0.029351, 0.030000, 0
2,2, 297174922200000, 0.028633, 0.030000, 0
3,0, 297174922200000, 0.037989, 0.030000, 0
3,1, 297174922200000, 0.032647, 0.030000, 0
3,2, 297174922200000, 0.032098, 0.030000, 0
0,0, 297174922400000, 0.036874, 0.030000, 0
0,1, 297174922400000, 0.026005, 0.030000, 0
0,2, 297174922400000, 0.026531, 0.030000, 0
1,0, 297174922400000, 0.035531, 0.030000, 0
1,1, 297174922400000, 0.029258, 0.030000, 0
1,2, 297174922400000, 0.027618, 0.030000, 0
2,0, 297174922400000, 0.033793, 0.030000, 0
2,1, 297174922400000, 0.027815, 0.030000, 0
2,2, 297174922400000, 0.023077, 0.030000, 0
3,0, 297174922400000, 0.037875, 0.030000, 0
3,1, 297174922400000, 0.029464, 0.030000, 0
3,2, 297174922400000, 0.026269, 0.030000, 0
0,0, 297174922600000, 0.037317, 0.030000, 0
0,1, 297174922600000, 0.027603, 0.030000, 0
0,2, 297174922600000, 0.029366, 0.030000, 0
1,0, 297174922600000, 0.033725, 0.030000, 0
1,1, 297174922600000, 0.029229, 0.030000, 0
1,2, 297174922600000, 0.025529, 0.030000, 0
2,0, 297174922600000, 0.034317, 0.030000, 0
2,1, 297174922600000, 0.025588, 0.030000, 0
2,2, 297174922600000, 0.023218, 0.030000, 0
3,0, 297174922600000, 0.034897, 0.030000, 0
3,1, 297174922600000, 0.026412, 0.030000, 0
3,2, 297174922600000, 0.026295, 0.030000, 0
0,0, 297174922800000, 0.034619, 0.030000, 0
0,1, 297174922800000, 0.026941, 0.030000, 0
0,2, 297174922800000, 0.033663, 0.030000, 0
1,0, 297174922800000, 0.034283, 0.030000, 0
1,1, 297174922800000, 0.024835, 0.030000, 0
1,2, 297174922800000, 0.033204, 0.030000, 0
2,0, 297174922800000, 0.034578, 0.030000, 0
2,1, 297174922800000, 0.027394, 0.030000, 0
2,2, 297174922800000, 0.033509, 0.030000, 0
3,0, 297174922800000, 0.034869, 0.030000, 0
3,1, 297174922800000, 0.023426, 0.030000, 0
3,2, 297174922800000, 0.030667, 0.030000, 0
0,0, 297174923000000, 0.031809, 0.030000, 0
0,1, 297174923000000, 0.029531, 0.030000, 0
0,2, 297174923000000, 0.032891, 0.030000, 0
1,0, 297174923000000, 0.034561, 0.030000, 0
1,1, 297174923000000, 0.027017, 0.030000, 0
1,2, 297174923000000, 0.032662, 0.030000, 0
2,0, 297174923000000, 0.033249, 0.030000, 0
2,1, 297174923000000, 0.026837, 0.030000, 0
2,2, 297174923000000, 0.031355, 0.030000, 0
3,0, 297174923000000, 0.033394, 0.030000, 0
3,1, 297174923000000, 0.024853, 0.030000, 0
3,2, 297174923000000, 0.029934, 0.030000, 0
0,0, 297174923200000, 0.033325, 0.030000, 0
0,1, 297174923200000, 0.028605, 0.030000, 0
0,2, 297174923200000, 0.032506, 0.030000, 0
1,0, 297174923200000, 0.034701, 0.030000, 0
1,1, 297174923200000, 0.028809, 0.030000, 0
1,2, 297174923200000, 0.032391, 0.030000, 0
2,0, 297174923200000, 0.032585, 0.030000, 0
2,1, 297174923200000, 0.024338, 0.030000, 0
2,2, 297174923200000, 0.028817, 0.030000, 0
3,0, 297174923200000, 0.034117, 0.030000, 0
3,1, 297174923200000, 0.022646, 0.030000, 0
3,2, 297174923200000, 0.031027, 0.030000, 0
0,0, 297174923400000, 0.037002, 0.030000, 0
0,1, 297174923400000, 0.026783, 0.030000, 0
0,2, 297174923400000, 0.029393, 0.030000, 0
1,0, 297174923400000, 0.036230, 0.030000, 0
1,1, 297174923400000, 0.028344, 0.030000, 0
1,2, 297174923400000, 0.029336, 0.030000, 0
2,0, 297174923400000, 0.035172, 0.030000, 0
2,1, 297174923400000, 0.026109, 0.030000, 0
2,2, 297174923400000, 0.029009, 0.030000, 0
3,0, 297174923400000, 0.035939, 0.030000, 0
3,1, 297174923400000, 0.025923, 0.030000, 0
3,2, 297174923400000, 0.031573, 0.030000, 0
0,0, 297174923600000, 0.037381, 0.030000, 0
0,1, 297174923600000, 0.029451, 0.030000, 0
0,2, 297174923600000, 0.026396, 0.030000, 0
1,0, 297174923600000, 0.034075, 0.030000, 0
1,1, 297174923600000, 0.027312, 0.030000, 0
1,2, 297174923600000, 0.026348, 0.030000, 0
2,0, 297174923600000, 0.032086, 0.030000, 0
2,1, 297174923600000, 0.024735, 0.030000, 0
2,2, 297174923600000, 0.026204, 0.030000, 0
3,0, 297174923600000, 0.036849, 0.030000, 0
3,1, 297174923600000, 0.029022, 0.030000, 0
3,2, 297174923600000, 0.028947, 0.030000, 0
0,0, 297174923800000, 0.034651, 0.030000, 0
0,1, 297174923800000, 0.026406, 0.030000, 0
0,2, 297174923800000, 0.021958, 0.030000, 0
1,0, 297174923800000, 0.034458, 0.030000, 0
1,1, 297174923800000, 0.026796, 0.030000, 0
1,2, 297174923800000, 0.020474, 0.030000, 0
2,0, 297174923800000, 0.033463, 0.030000, 0
2,1, 297174923800000, 0.028427, 0.030000, 0
2,2, 297174923800000, 0.026242, 0.030000, 0
3,0, 297174923800000, 0.035845, 0.030000, 0
3,1, 297174923800000, 0.026191, 0.030000, 0
3,2, 297174923800000, 0.024693, 0.030000, 0
0,0, 297174924000000, 0.037665, 0.030000, 0
0,1, 297174924000000, 0.020503, 0.030000, 0
0,2, 297174924000000, 0.025579, 0.030000, 0
1,0, 297174924000000, 0.037569, 0.030000, 0
1,1, 297174924000000, 0.019238, 0.030000, 0
1,2, 297174924000000, 0.024837, 0.030000, 0
2,0, 297174924000000, 0.037072, 0.030000, 0
2,1, 297174924000000, 0.024434, 0.030000, 0
2,2, 297174924000000, 0.026261, 0.030000, 0
3,0, 297174924000000, 0.038262, 0.030000, 0
3,1, 297174924000000, 0.024775, 0.030000, 0
3,2, 297174924000000, 0.026947, 0.030000, 0
0,0, 297174924200000, 0.033333, 0.030000, 0
0,1, 297174924200000, 0.023391, 0.030000, 0
0,2, 297174924200000, 0.025930, 0.030000, 0
1,0, 297174924200000, 0.034744, 0.030000, 0
1,1, 297174924200000, 0.027139, 0.030000, 0
1,2, 297174924200000, 0.029938, 0.030000, 0
2,0, 297174924200000, 0.034496, 0.030000, 0
2,1, 297174924200000, 0.028277, 0.030000, 0
2,2, 297174924200000, 0.032111, 0.030000, 0
3,0, 297174924200000, 0.032171, 0.030000, 0
3,1, 297174924200000, 0.026988, 0.030000, 0
3,2, 297174924200000, 0.029533, 0.030000, 0
0,0, 297174924400000, 0.031166, 0.030000, 0
0,1, 297174924400000, 0.024836, 0.030000, 0
0,2, 297174924400000, 0.023185, 0.030000, 0
1,0, 297174924400000, 0.034792, 0.030000, 0
1,1, 297174924400000, 0.023790, 0.030000, 0
1,2, 297174924400000, 0.025189, 0.030000, 0
2,0, 297174924400000, 0.036128, 0.030000, 0
2,1, 297174924400000, 0.030198, 0.030000, 0
2,2, 297174924400000, 0.024815, 0.030000, 0
3,0, 297174924400000, 0.033506, 0.030000, 0
3,1, 297174924400000, 0.026634, 0.030000, 0
3,2, 297174924400000, 0.024987, 0.030000, 0
0,0, 297174924600000, 0.030083, 0.030000, 0
0,1, 297174924600000, 0.021178, 0.030000, 0
0,2, 297174924600000, 0.023272, 0.030000, 0
1,0, 297174924600000, 0.030436, 0.030000, 0
1,1, 297174924600000, 0.022115, 0.030000, 0
1,2, 297174924600000, 0.024275, 0.030000, 0
2,0, 297174924600000, 0.031104, 0.030000, 0
2,1, 297174924600000, 0.023859, 0.030000, 0
2,2, 297174924600000, 0.024088, 0.030000, 0
3,0, 297174924600000, 0.031253, 0.030000, 0
3,1, 297174924600000, 0.024997, 0.030000, 0
3,2, 297174924600000, 0.025633, 0.030000, 0
0,0, 297174924800000, 0.032462, 0.030000, 0
0,1, 297174924800000, 0.023729, 0.030000, 0
0,2, 297174924800000, 0.029156, 0.030000, 0
1,0, 297174924800000, 0.032638, 0.030000, 0
1,1, 297174924800000, 0.028577, 0.030000, 0
1,2, 297174924800000, 0.026737, 0.030000, 0
2,0, 297174924800000, 0.030052, 0.030000, 0
2,1, 297174924800000, 0.025070, 0.030000, 0
2,2, 297174924800000, 0.025184, 0.030000, 0
3,0, 297174924800000, 0.034506, 0.030000, 0
3,1, 297174924800000, 0.030018, 0.030000, 0
3,2, 297174924800000, 0.028877, 0.030000, 0
0,0, 297174925000000, 0.030731, 0.030000, 0
0,1, 297174925000000, 0.027484, 0.030000, 0
0,2, 297174925000000, 0.021878, 0.030000, 0
1,0, 297174925000000, 0.030819, 0.030000, 0
1,1, 297174925000000, 0.026989, 0.030000, 0
1,2, 297174925000000, 0.023589, 0.030000, 0
2,0, 297174925000000, 0.028066, 0.030000, 0
2,1, 297174925000000, 0.022755, 0.030000, 0
2,2, 297174925000000, 0.015512, 0.030000, 0
3,0, 297174925000000, 0.030293, 0.030000, 0
3,1, 297174925000000, 0.027709, 0.030000, 0
3,2, 297174925000000, 0.024658, 0.030000, 0
0,0, 297174925200000, 0.035705, 0.030000, 0
0,1, 297174925200000, 0.033222, 0.030000, 0
0,2, 297174925200000, 0.029919, 0.030000, 0
1,0, 297174925200000, 0.032830, 0.030000, 0
1,1, 297174925200000, 0.032954, 0.030000, 0
1,2, 297174925200000, 0.029314, 0.030000, 0
2,0, 297174925200000, 0.035833, 0.030000, 0
2,1, 297174925200000, 0.030357, 0.030000, 0
2,2, 297174925200000, 0.028196, 0.030000, 0
3,0, 297174925200000, 0.036947, 0.030000, 0
3,1, 297174925200000, 0.036295, 0.030000, 0
3,2, 297174925200000, 0.029849, 0.030000, 0
0,0, 297174925400000, 0.035273, 0.030000, 0
0,1, 297174925400000, 0.028291, 0.030000, 0
0,2, 297174925400000, 0.023720, 0.030000, 0
1,0, 297174925400000, 0.033835, 0.030000, 0
1,1, 297174925400000, 0.028157, 0.030000, 0
1,2, 297174925400000, 0.023417, 0.030000, 0
2,0, 297174925400000, 0.035336, 0.030000, 0
2,1, 297174925400000, 0.025399, 0.030000, 0
2,2, 297174925400000, 0.025778, 0.030000, 0
3,0, 297174925400000, 0.034433, 0.030000, 0
3,1, 297174925400000, 0.028367, 0.030000, 0
3,2, 297174925400000, 0.025145, 0.030000, 0
0,0, 297174925600000, 0.039436, 0.030000, 0
0,1, 297174925600000, 0.024366, 0.030000, 0
0,2, 297174925600000, 0.027920, 0.030000, 0
1,0, 297174925600000, 0.035797, 0.030000, 0
1,1, 297174925600000, 0.028679, 0.030000, 0
1,2, 297174925600000, 0.026309, 0.030000, 0
2,0, 297174925600000, 0.039468, 0.030000, 0
2,1, 297174925600000, 0.022919, 0.030000, 0
2,2, 297174925600000, 0.027489, 0.030000, 0
3,0, 297174925600000, 0.036097, 0.030000, 0
3,1, 297174925600000, 0.022944, 0.030000, 0
3,2, 297174925600000, 0.024252, 0.030000, 0
0,0, 297174925800000, 0.037138, 0.030000, 0
0,1, 297174925800000, 0.022403, 0.030000, 0
0,2, 297174925800000, 0.027100, 0.030000, 0
1,0, 297174925800000, 0.033859, 0.030000, 0
1,1, 297174925800000, 0.021639, 0.030000, 0
1,2, 297174925800000, 0.024834, 0.030000, 0
2,0, 297174925800000, 0.038614, 0.030000, 0
2,1, 297174925800000, 0.020220, 0.030000, 0
2,2, 297174925800000, 0.026884, 0.030000, 0
3,0, 297174925800000, 0.034008, 0.030000, 0
3,1, 297174925800000, 0.020232, 0.030000, 0
3,2, 297174925800000, 0.022346, 0.030000, 0
0,0, 297174926000000, 0.035989, 0.030000, 0
0,1, 297174926000000, 0.024341, 0.030000, 0
0,2, 297174926000000, 0.029610, 0.030000, 0
1,0, 297174926000000, 0.035809, 0.030000, 0
1,1, 297174926000000, 0.021040, 0.030000, 0
1,2, 297174926000000, 0.028477, 0.030000, 0
2,0, 297174926000000, 0.038187, 0.030000, 0
2,1, 297174926000000, 0.024710, 0.030000, 0
2,2, 297174926000000, 0.032422, 0.030000, 0
3,0, 297174926000000, 0.034424, 0.030000, 0
3,1, 297174926000000, 0.020336, 0.030000, 0
3,2, 297174926000000, 0.030153, 0.030000, 0
0,0, 297174926200000, 0.028115, 0.030000, 0
0,1, 297174926200000, 0.020931, 0.030000, 0
0,2, 297174926200000, 0.027945, 0.030000, 0
1,0, 297174926200000, 0.029485, 0.030000, 0
1,1, 297174926200000, 0.022200, 0.030000, 0
1,2, 297174926200000, 0.030299, 0.030000, 0
2,0, 297174926200000, 0.033594, 0.030000, 0
2,1, 297174926200000, 0.026955, 0.030000, 0
2,2, 297174926200000, 0.035191, 0.030000, 0
3,0, 297174926200000, 0.031712, 0.030000, 0
3,1, 297174926200000, 0.023308, 0.030000, 0
3,2, 297174926200000, 0.032597, 0.030000, 0
0,0, 297174926400000, 0.032937, 0.030000, 0
0,1, 297174926400000, 0.029445, 0.030000, 0
0,2, 297174926400000, 0.032952, 0.030000, 0
1,0, 297174926400000, 0.032162, 0.030000, 0
1,1, 297174926400000, 0.028620, 0.030000, 0
1,2, 297174926400000, 0.031209, 0.030000, 0
2,0, 297174926400000, 0.032757, 0.030000, 0
2,1, 297174926400000, 0.028077, 0.030000, 0
2,2, 297174926400000, 0.035116, 0.030000, 0
3,0, 297174926400000, 0.031816, 0.030000, 0
3,1, 297174926400000, 0.030634, 0.030000, 0
3,2, 297174926400000, 0.033818, 0.030000, 0
0,0, 297174926600000, 0.035349, 0.030000, 0
0,1, 297174926600000, 0.027863, 0.030000, 0
0,2, 297174926600000, 0.032536, 0.030000, 0
1,0, 297174926600000, 0.037881, 0.030000, 0
1,1, 297174926600000, 0.027450, 0.030000, 0
1,2, 297174926600000, 0.033125, 0.030000, 0
2,0, 297174926600000, 0.033798, 0.030000, 0
2,1, 297174926600000, 0.024259, 0.030000, 0
2,2, 297174926600000, 0.032158, 0.030000, 0
3,0, 297174926600000, 0.039168, 0.030000, 0
3,1, 297174926600000, 0.031377, 0.030000, 0
3,2, 297174926600000, 0.034429, 0.030000, 0
0,0, 297174926800000, 0.030714, 0.030000, 0
0,1, 297174926800000, 0.022691, 0.030000, 0
0,2, 297174926800000, 0.027948, 0.030000, 0
1,0, 297174926800000, 0.034901, 0.030000, 0
1,1, 297174926800000, 0.022485, 0.030000, 0
1,2, 297174926800000, 0.031162, 0.030000, 0
2,0, 297174926800000, 0.032859, 0.030000, 0
2,1, 297174926800000, 0.022349, 0.030000, 0
2,2, 297174926800000, 0.030679, 0.030000, 0
3,0, 297174926800000, 0.034084, 0.030000, 0
3,1, 297174926800000, 0.022988, 0.030000, 0
3,2, 297174926800000, 0.033275, 0.030000, 0
0,0, 297174927000000, 0.029857, 0.030000, 0
0,1, 297174927000000, 0.020106, 0.030000, 0
0,2, 297174927000000, 0.025654, 0.030000, 0
1,0, 297174927000000, 0.033410, 0.030000, 0
1,1, 297174927000000, 0.024382, 0.030000, 0
1,2, 297174927000000, 0.027261, 0.030000, 0
2,0, 297174927000000, 0.033850, 0.030000, 0
2,1, 297174927000000, 0.025775, 0.030000, 0
2,2, 297174927000000, 0.028479, 0.030000, 0
