nodeName,timestamp,channel,size
node[0],0.710171,172,320
node[2],0.721297,172,320
node[1],0.721297,172,320
node[0],0.721297,172,320
node[1],0.757171,176,320
node[3],0.757171,176,320
node[0],0.757171,176,320
node[1],0.758171,172,320
node[3],0.758171,172,320
node[0],0.758171,172,320
node[1],0.764171,180,320
node[3],0.764171,180,320
node[0],0.764171,180,320
node[2],0.768297,176,320
node[1],0.768297,176,320
node[0],0.768297,176,320
node[1],0.782171,176,320
node[3],0.782171,176,320
node[0],0.782171,176,320
node[2],0.783297,180,320
node[1],0.783297,180,320
node[0],0.783297,180,320
node[1],0.794171,180,320
node[3],0.794171,180,320
node[0],0.794171,180,320
node[1],0.809171,176,320
node[3],0.809171,176,320
node[0],0.809171,176,320
node[2],0.809297,172,320
node[1],0.809297,172,320
node[0],0.809297,172,320
node[0],0.825148,180,320
node[2],0.825148,180,320
node[3],0.825148,180,320
node[1],0.846171,172,320
node[3],0.846171,172,320
node[0],0.846171,172,320
node[0],0.855148,176,320
node[2],0.855148,176,320
node[3],0.855148,176,320
node[2],0.863297,172,320
node[1],0.863297,172,320
node[0],0.863297,172,320
node[0],0.879148,180,320
node[2],0.879148,180,320
node[3],0.879148,180,320
node[2],0.890297,180,320
node[1],0.890297,180,320
node[0],0.890297,180,320
node[2],0.893297,172,320
node[1],0.893297,172,320
node[0],0.893297,172,320
node[0],0.914148,176,320
node[2],0.914148,176,320
node[3],0.914148,176,320
node[2],0.915297,176,320
node[1],0.915297,176,320
node[0],0.915297,176,320
node[1],0.925171,176,320
node[3],0.925171,176,320
node[0],0.925171,176,320
node[0],0.929148,172,320
node[2],0.929148,172,320
node[3],0.929148,172,320
node[2],0.930297,172,320
node[1],0.930297,172,320
node[0],0.930297,172,320
node[1],0.940171,172,320
node[3],0.940171,172,320
node[0],0.940171,172,320
node[1],0.945850,172,320
node[2],0.945850,172,320
node[3],0.945850,172,320
node[1],0.958171,176,320
node[3],0.958171,176,320
node[0],0.958171,176,320
node[0],0.961148,172,320
node[2],0.961148,172,320
node[3],0.961148,172,320
node[0],0.977148,176,320
node[2],0.977148,176,320
node[3],0.977148,176,320
node[1],0.980171,172,320
node[3],0.980171,172,320
node[0],0.980171,172,320
node[1],0.981171,180,320
node[3],0.981171,180,320
node[0],0.981171,180,320
node[0],0.989148,180,320
node[2],0.989148,180,320
node[3],0.989148,180,320
node[2],0.989297,176,320
node[1],0.989297,176,320
node[0],0.989297,176,320
node[1],0.993850,176,320
node[2],0.993850,176,320
node[3],0.993850,176,320
node[2],0.994297,172,320
node[1],0.994297,172,320
node[0],0.994297,172,320
node[0],1.006148,176,320
node[2],1.006148,176,320
node[3],1.006148,176,320
node[0],1.008148,172,320
node[2],1.008148,172,320
node[3],1.008148,172,320
node[1],1.014171,180,320
node[3],1.014171,180,320
node[0],1.014171,180,320
node[2],1.017297,176,320
node[1],1.017297,176,320
node[0],1.017297,176,320
node[2],1.038297,172,320
node[1],1.038297,172,320
node[0],1.038297,172,320
node[2],1.045297,180,320
node[1],1.045297,180,320
node[0],1.045297,180,320
node[1],1.049171,172,320
node[3],1.049171,172,320
node[0],1.049171,172,320
node[1],1.051171,176,320
node[3],1.051171,176,320
node[0],1.051171,176,320
node[2],1.062297,176,320
node[1],1.062297,176,320
node[0],1.062297,176,320
node[2],1.063297,172,320
node[1],1.063297,172,320
node[0],1.063297,172,320
node[1],1.064171,180,320
node[3],1.064171,180,320
node[0],1.064171,180,320
node[1],1.066850,172,320
node[2],1.066850,172,320
node[3],1.066850,172,320
node[2],1.092297,180,320
node[1],1.092297,180,320
node[0],1.092297,180,320
node[1],1.098850,176,320
node[2],1.098850,176,320
node[3],1.098850,176,320
node[0],1.130148,172,320
node[2],1.130148,172,320
node[3],1.130148,172,320
node[2],1.152297,180,320
node[1],1.152297,180,320
node[0],1.152297,180,320
node[1],1.152850,172,320
node[2],1.152850,172,320
node[3],1.152850,172,320
node[3],1.155171,172,320
node[1],1.155171,172,320
node[0],1.155171,172,320
node[3],1.162171,176,320
node[1],1.162171,176,320
node[0],1.162171,176,320
node[3],1.172171,180,320
node[1],1.172171,180,320
node[0],1.172171,180,320
node[0],1.175148,176,320
node[2],1.175148,176,320
node[3],1.175148,176,320
node[1],1.182850,172,320
node[2],1.182850,172,320
node[3],1.182850,172,320
node[1],1.188850,176,320
node[2],1.188850,176,320
node[3],1.188850,176,320
node[3],1.191171,172,320
node[1],1.191171,172,320
node[0],1.191171,172,320
node[2],1.207297,172,320
node[1],1.207297,172,320
node[0],1.207297,172,320
node[0],1.208148,176,320
node[2],1.208148,176,320
node[3],1.208148,176,320
node[2],1.213297,176,320
node[1],1.213297,176,320
node[0],1.213297,176,320
node[1],1.217850,172,320
node[2],1.217850,172,320
node[3],1.217850,172,320
node[3],1.223171,172,320
node[1],1.223171,172,320
node[0],1.223171,172,320
node[3],1.232171,176,320
node[1],1.232171,176,320
node[0],1.232171,176,320
node[3],1.234171,180,320
node[1],1.234171,180,320
node[0],1.234171,180,320
node[0],1.241148,176,320
node[2],1.241148,176,320
node[3],1.241148,176,320
node[2],1.248297,180,320
node[1],1.248297,180,320
node[0],1.248297,180,320
node[1],1.252850,176,320
node[2],1.252850,176,320
node[3],1.252850,176,320
node[2],1.265297,176,320
node[1],1.265297,176,320
node[0],1.265297,176,320
node[1],1.276850,172,320
node[2],1.276850,172,320
node[3],1.276850,172,320
node[1],1.293850,176,320
node[2],1.293850,176,320
node[3],1.293850,176,320
node[3],1.301171,172,320
node[1],1.301171,172,320
node[0],1.301171,172,320
node[2],1.318297,172,320
node[1],1.318297,172,320
node[0],1.318297,172,320
node[1],1.340850,176,320
node[2],1.340850,176,320
node[3],1.340850,176,320
node[0],1.345148,176,320
node[2],1.345148,176,320
node[3],1.345148,176,320
node[0],1.351148,180,320
node[2],1.351148,180,320
node[3],1.351148,180,320
node[1],1.354850,172,320
node[2],1.354850,172,320
node[3],1.354850,172,320
node[1],1.376850,176,320
node[2],1.376850,176,320
node[3],1.376850,176,320
node[1],1.390850,180,320
node[2],1.390850,180,320
node[3],1.390850,180,320
node[3],1.393171,180,320
node[1],1.393171,180,320
node[0],1.393171,180,320
node[3],1.394171,172,320
node[1],1.394171,172,320
node[0],1.394171,172,320
node[1],1.402171,176,320
node[3],1.402171,176,320
node[0],1.402171,176,320
node[1],1.418171,180,320
node[3],1.418171,180,320
node[0],1.418171,180,320
node[2],1.424297,176,320
node[1],1.424297,176,320
node[0],1.424297,176,320
node[2],1.427297,172,320
node[1],1.427297,172,320
node[0],1.427297,172,320
node[1],1.428850,172,320
node[2],1.428850,172,320
node[3],1.428850,172,320
node[1],1.438171,172,320
node[3],1.438171,172,320
node[0],1.438171,172,320
node[2],1.444297,180,320
node[1],1.444297,180,320
node[0],1.444297,180,320
node[0],1.450148,180,320
node[2],1.450148,180,320
node[3],1.450148,180,320
node[1],1.453171,176,320
node[3],1.453171,176,320
node[0],1.453171,176,320
node[1],1.457850,172,320
node[2],1.457850,172,320
node[3],1.457850,172,320
node[1],1.458850,176,320
node[2],1.458850,176,320
node[3],1.458850,176,320
node[2],1.462297,176,320
node[1],1.462297,176,320
node[0],1.462297,176,320
node[1],1.463171,172,320
node[3],1.463171,172,320
node[0],1.463171,172,320
node[1],1.470849,180,320
node[2],1.470849,180,320
node[3],1.470849,180,320
node[2],1.479297,180,320
node[1],1.479297,180,320
node[0],1.479297,180,320
node[1],1.482849,172,320
node[2],1.482849,172,320
node[3],1.482849,172,320
node[0],1.488148,180,320
node[2],1.488148,180,320
node[3],1.488148,180,320
node[2],1.496297,172,320
node[1],1.496297,172,320
node[0],1.496297,172,320
node[1],1.500850,180,320
node[2],1.500850,180,320
node[3],1.500850,180,320
node[2],1.509297,176,320
node[1],1.509297,176,320
node[0],1.509297,176,320
node[0],1.515148,176,320
node[2],1.515148,176,320
node[3],1.515148,176,320
node[1],1.526171,180,320
node[3],1.526171,180,320
node[0],1.526171,180,320
node[1],1.557171,176,320
node[3],1.557171,176,320
node[0],1.557171,176,320
node[1],1.559850,172,320
node[2],1.559850,172,320
node[3],1.559850,172,320
node[0],1.568148,176,320
node[2],1.568148,176,320
node[3],1.568148,176,320
node[2],1.570297,172,320
node[1],1.570297,172,320
node[0],1.570297,172,320
node[1],1.590171,180,320
node[3],1.590171,180,320
node[0],1.590171,180,320
node[2],1.595297,176,320
node[1],1.595297,176,320
node[0],1.595297,176,320
node[1],1.599850,172,320
node[2],1.599850,172,320
node[3],1.599850,172,320
node[1],1.614850,180,320
node[2],1.614850,180,320
node[3],1.614850,180,320
node[2],1.621297,172,320
node[1],1.621297,172,320
node[0],1.621297,172,320
node[1],1.624850,176,320
node[2],1.624850,176,320
node[3],1.624850,176,320
node[2],1.633297,176,320
node[1],1.633297,176,320
node[0],1.633297,176,320
node[2],1.636297,180,320
node[1],1.636297,180,320
node[0],1.636297,180,320
node[0],1.645148,172,320
node[2],1.645148,172,320
node[3],1.645148,172,320
node[0],1.646148,176,320
node[2],1.646148,176,320
node[3],1.646148,176,320
node[2],1.646296,172,320
node[1],1.646296,172,320
node[0],1.646296,172,320
node[2],1.658296,176,320
node[1],1.658296,176,320
node[0],1.658296,176,320
node[2],1.661296,180,320
node[1],1.661296,180,320
node[0],1.661296,180,320
node[2],1.671296,172,320
node[1],1.671296,172,320
node[0],1.671296,172,320
node[1],1.671850,180,320
node[2],1.671850,180,320
node[3],1.671850,180,320
node[0],1.673148,180,320
node[2],1.673148,180,320
node[3],1.673148,180,320
node[1],1.673850,172,320
node[2],1.673850,172,320
node[3],1.673850,172,320
node[2],1.683296,176,320
node[1],1.683296,176,320
node[0],1.683296,176,320
node[1],1.683938,176,320
node[2],1.683939,176,320
node[3],1.683939,176,320
node[1],1.712850,172,320
node[2],1.712850,172,320
node[3],1.712850,172,320
node[1],1.713171,176,320
node[3],1.713171,176,320
node[0],1.713171,176,320
node[0],1.715148,172,320
node[2],1.715148,172,320
node[3],1.715148,172,320
node[1],1.722171,172,320
node[3],1.722171,172,320
node[0],1.722171,172,320
node[0],1.727148,176,320
node[2],1.727148,176,320
node[3],1.727148,176,320
node[1],1.731850,180,320
node[2],1.731850,180,320
node[3],1.731850,180,320
node[1],1.735171,180,320
node[3],1.735171,180,320
node[0],1.735171,180,320
node[0],1.740147,172,320
node[2],1.740147,172,320
node[3],1.740147,172,320
node[0],1.750147,180,320
node[2],1.750147,180,320
node[3],1.750147,180,320
node[0],1.752147,176,320
node[2],1.752147,176,320
node[3],1.752147,176,320
node[1],1.765171,172,320
node[3],1.765171,172,320
node[0],1.765171,172,320
node[2],1.767297,180,320
node[1],1.767297,180,320
node[0],1.767297,180,320
node[2],1.779297,176,320
node[1],1.779297,176,320
node[0],1.779297,176,320
node[1],1.798171,172,320
node[3],1.798171,172,320
node[0],1.798171,172,320
node[0],1.806148,176,320
node[2],1.806148,176,320
node[3],1.806148,176,320
node[1],1.807171,180,320
node[3],1.807171,180,320
node[0],1.807171,180,320
node[2],1.808297,176,320
node[1],1.808297,176,320
node[0],1.808297,176,320
node[0],1.824148,180,320
node[2],1.824148,180,320
node[3],1.824148,180,320
node[1],1.827171,172,320
node[3],1.827171,172,320
node[0],1.827171,172,320
node[1],1.837850,180,320
node[2],1.837850,180,320
node[3],1.837850,180,320
node[2],1.843297,176,320
node[1],1.843297,176,320
node[0],1.843297,176,320
node[1],1.851850,172,320
node[2],1.851850,172,320
node[3],1.851850,172,320
node[1],1.858171,172,320
node[3],1.858171,172,320
node[0],1.858171,172,320
node[0],1.911148,172,320
node[2],1.911148,172,320
node[3],1.911148,172,320
node[1],1.915171,180,320
node[3],1.915171,180,320
node[0],1.915171,180,320
node[2],1.924297,176,320
node[1],1.924297,176,320
node[0],1.924297,176,320
node[2],1.943297,172,320
node[1],1.943297,172,320
node[0],1.943297,172,320
node[1],1.946171,172,320
node[3],1.946171,172,320
node[0],1.946171,172,320
node[1],1.949171,176,320
node[3],1.949171,176,320
node[0],1.949171,176,320
node[1],1.949850,176,320
node[2],1.949850,176,320
node[3],1.949850,176,320
node[1],1.983171,172,320
node[3],1.983171,172,320
node[0],1.983171,172,320
node[2],1.993297,180,320
node[1],1.993297,180,320
node[0],1.993297,180,320
node[0],1.999148,172,320
node[2],1.999148,172,320
node[3],1.999148,172,320
node[0],2.000148,180,320
node[2],2.000148,180,320
node[3],2.000148,180,320
node[2],2.002297,172,320
node[1],2.002297,172,320
node[0],2.002297,172,320
node[1],2.009171,172,320
node[3],2.009171,172,320
node[0],2.009171,172,320
node[2],2.016297,176,320
node[1],2.016297,176,320
node[0],2.016297,176,320
node[0],2.019148,176,320
node[2],2.019148,176,320
node[3],2.019148,176,320
node[1],2.022850,180,320
node[2],2.022850,180,320
node[3],2.022850,180,320
node[2],2.027296,172,320
node[1],2.027296,172,320
node[0],2.027296,172,320
node[1],2.034171,176,320
node[3],2.034171,176,320
node[0],2.034171,176,320
node[1],2.038850,176,320
node[2],2.038850,176,320
node[3],2.038850,176,320
node[0],2.039148,172,320
node[2],2.039148,172,320
node[3],2.039148,172,320
node[1],2.062171,172,320
node[3],2.062171,172,320
node[0],2.062171,172,320
node[1],2.065850,172,320
node[2],2.065850,172,320
node[3],2.065850,172,320
node[1],2.092171,172,320
node[3],2.092171,172,320
node[0],2.092171,172,320
node[2],2.095297,176,320
node[1],2.095297,176,320
node[0],2.095297,176,320
node[0],2.102148,180,320
node[2],2.102148,180,320
node[3],2.102148,180,320
node[1],2.109850,176,320
node[2],2.109850,176,320
node[3],2.109850,176,320
node[2],2.115297,172,320
node[1],2.115297,172,320
node[0],2.115297,172,320
node[2],2.120297,176,320
node[1],2.120297,176,320
node[0],2.120297,176,320
node[2],2.128297,180,320
node[1],2.128297,180,320
node[0],2.128297,180,320
node[2],2.140296,172,320
node[1],2.140296,172,320
node[0],2.140296,172,320
node[1],2.146171,176,320
node[3],2.146171,176,320
node[0],2.146171,176,320
node[2],2.156297,180,320
node[1],2.156297,180,320
node[0],2.156297,180,320
node[1],2.157171,172,320
node[3],2.157171,172,320
node[0],2.157171,172,320
node[1],2.165171,180,320
node[3],2.165171,180,320
node[0],2.165171,180,320
node[0],2.167148,176,320
node[2],2.167148,176,320
node[3],2.167148,176,320
node[2],2.168297,172,320
node[1],2.168297,172,320
node[0],2.168297,172,320
node[1],2.173850,172,320
node[2],2.173850,172,320
node[3],2.173850,172,320
node[0],2.182148,180,320
node[2],2.182148,180,320
node[3],2.182148,180,320
node[1],2.184171,172,320
node[3],2.184171,172,320
node[0],2.184171,172,320
node[1],2.185850,176,320
node[2],2.185850,176,320
node[3],2.185850,176,320
node[2],2.187297,176,320
node[1],2.187297,176,320
node[0],2.187297,176,320
node[2],2.194297,180,320
node[1],2.194297,180,320
node[0],2.194297,180,320
node[1],2.195850,180,320
node[2],2.195850,180,320
node[3],2.195850,180,320
node[2],2.206297,172,320
node[1],2.206297,172,320
node[0],2.206297,172,320
node[1],2.213171,180,320
node[3],2.213171,180,320
node[0],2.213171,180,320
node[1],2.218850,176,320
node[2],2.218850,176,320
node[3],2.218850,176,320
node[1],2.224171,176,320
node[3],2.224171,176,320
node[0],2.224171,176,320
node[1],2.231850,180,320
node[2],2.231850,180,320
node[3],2.231850,180,320
node[1],2.239171,180,320
node[3],2.239171,180,320
node[0],2.239171,180,320
node[1],2.239850,172,320
node[2],2.239850,172,320
node[3],2.239850,172,320
node[1],2.247850,176,320
node[2],2.247850,176,320
node[3],2.247850,176,320
node[0],2.270148,172,320
node[2],2.270148,172,320
node[3],2.270148,172,320
node[1],2.276171,176,320
node[3],2.276171,176,320
node[0],2.276171,176,320
node[1],2.280171,172,320
node[3],2.280171,172,320
node[0],2.280171,172,320
node[1],2.284850,180,320
node[2],2.284850,180,320
node[3],2.284850,180,320
node[2],2.295297,176,320
node[1],2.295297,176,320
node[0],2.295297,176,320
node[2],2.299297,180,320
node[1],2.299297,180,320
node[0],2.299297,180,320
node[1],2.315171,180,320
node[3],2.315171,180,320
node[0],2.315171,180,320
node[0],2.322148,176,320
node[2],2.322148,176,320
node[3],2.322148,176,320
node[2],2.326297,176,320
node[1],2.326297,176,320
node[0],2.326297,176,320
node[0],2.327148,172,320
node[2],2.327148,172,320
node[3],2.327148,172,320
node[1],2.333171,172,320
node[3],2.333171,172,320
node[0],2.333171,172,320
node[2],2.343297,172,320
node[1],2.343297,172,320
node[0],2.343297,172,320
node[0],2.347147,176,320
node[2],2.347147,176,320
node[3],2.347147,176,320
node[2],2.356297,180,320
node[1],2.356297,180,320
node[0],2.356297,180,320
node[0],2.359148,180,320
node[2],2.359148,180,320
node[3],2.359148,180,320
node[0],2.374148,176,320
node[2],2.374148,176,320
node[3],2.374148,176,320
node[1],2.382171,172,320
node[3],2.382171,172,320
node[0],2.382171,172,320
node[1],2.387850,180,320
node[2],2.387850,180,320
node[3],2.387850,180,320
node[2],2.388297,176,320
node[1],2.388297,176,320
node[0],2.388297,176,320
node[0],2.399148,176,320
node[2],2.399148,176,320
node[3],2.399148,176,320
node[1],2.400850,172,320
node[2],2.400850,172,320
node[3],2.400850,172,320
node[2],2.401297,180,320
node[1],2.401297,180,320
node[0],2.401297,180,320
node[1],2.402199,180,320
node[3],2.402199,180,320
node[0],2.402199,180,320
node[2],2.402297,172,320
node[1],2.402297,172,320
node[0],2.402297,172,320
node[1],2.421171,176,320
node[3],2.421171,176,320
node[0],2.421171,176,320
node[0],2.427148,172,320
node[2],2.427148,172,320
node[3],2.427148,172,320
node[1],2.429850,180,320
node[2],2.429850,180,320
node[3],2.429850,180,320
node[0],2.430148,176,320
node[2],2.430148,176,320
node[3],2.430148,176,320
node[1],2.432850,172,320
node[2],2.432850,172,320
node[3],2.432850,172,320
node[0],2.450147,180,320
node[2],2.450147,180,320
node[3],2.450147,180,320
node[1],2.458171,172,320
node[3],2.458171,172,320
node[0],2.458171,172,320
node[1],2.472171,180,320
node[3],2.472171,180,320
node[0],2.472171,180,320
node[0],2.481148,176,320
node[2],2.481148,176,320
node[3],2.481148,176,320
node[0],2.482148,180,320
node[2],2.482148,180,320
node[3],2.482148,180,320
node[1],2.487850,172,320
node[2],2.487850,172,320
node[3],2.487850,172,320
node[0],2.495148,172,320
node[2],2.495148,172,320
node[3],2.495148,172,320
node[0],2.511148,180,320
node[2],2.511148,180,320
node[3],2.511148,180,320
node[1],2.511907,180,320
node[3],2.511907,180,320
node[0],2.511907,180,320
node[0],2.523148,176,320
node[2],2.523148,176,320
node[3],2.523148,176,320
node[2],2.523297,172,320
node[1],2.523297,172,320
node[0],2.523297,172,320
node[2],2.525297,176,320
node[1],2.525297,176,320
node[0],2.525297,176,320
node[1],2.540171,172,320
node[3],2.540171,172,320
node[0],2.540171,172,320
node[2],2.549297,180,320
node[1],2.549297,180,320
node[0],2.549297,180,320
node[1],2.550850,176,320
node[2],2.550850,176,320
node[3],2.550850,176,320
node[1],2.564850,172,320
node[2],2.564850,172,320
node[3],2.564850,172,320
node[2],2.567297,176,320
node[1],2.567297,176,320
node[0],2.567297,176,320
node[2],2.570297,172,320
node[1],2.570297,172,320
node[0],2.570297,172,320
node[0],2.571148,176,320
node[2],2.571148,176,320
node[3],2.571148,176,320
node[2],2.580297,180,320
node[1],2.580297,180,320
node[0],2.580297,180,320
node[0],2.586148,172,320
node[2],2.586148,172,320
node[3],2.586148,172,320
node[1],2.594171,172,320
node[3],2.594171,172,320
node[0],2.594171,172,320
node[1],2.601171,176,320
node[3],2.601171,176,320
node[0],2.601171,176,320
node[1],2.606171,180,320
node[3],2.606171,180,320
node[0],2.606171,180,320
node[1],2.617850,180,320
node[2],2.617850,180,320
node[3],2.617850,180,320
node[2],2.618297,172,320
node[1],2.618297,172,320
node[0],2.618297,172,320
node[1],2.619171,172,320
node[3],2.619171,172,320
node[0],2.619171,172,320
node[1],2.632850,176,320
node[2],2.632850,176,320
node[3],2.632850,176,320
node[1],2.633171,180,320
node[3],2.633171,180,320
node[0],2.633171,180,320
node[1],2.634171,176,320
node[3],2.634171,176,320
node[0],2.634171,176,320
node[0],2.643148,172,320
node[2],2.643148,172,320
node[3],2.643148,172,320
node[2],2.665297,176,320
node[1],2.665297,176,320
node[0],2.665297,176,320
node[0],2.666148,180,320
node[2],2.666148,180,320
node[3],2.666148,180,320
node[0],2.667148,176,320
node[2],2.667148,176,320
node[3],2.667148,176,320
node[1],2.671850,176,320
node[2],2.671850,176,320
node[3],2.671850,176,320
node[1],2.687171,172,320
node[3],2.687171,172,320
node[0],2.687171,172,320
node[1],2.694850,172,320
node[2],2.694850,172,320
node[3],2.694850,172,320
node[1],2.710171,180,320
node[3],2.710171,180,320
node[0],2.710171,180,320
node[1],2.717171,172,320
node[3],2.717171,172,320
node[0],2.717171,172,320
node[1],2.722850,176,320
node[2],2.722850,176,320
node[3],2.722850,176,320
node[1],2.723531,176,320
node[3],2.723531,176,320
node[0],2.723531,176,320
node[0],2.733148,176,320
node[2],2.733148,176,320
node[3],2.733148,176,320
node[2],2.733829,176,320
node[1],2.733829,176,320
node[0],2.733829,176,320
node[1],2.735171,180,320
node[3],2.735171,180,320
node[0],2.735171,180,320
node[0],2.736148,172,320
node[2],2.736148,172,320
node[3],2.736148,172,320
node[2],2.738297,172,320
node[1],2.738297,172,320
node[0],2.738297,172,320
node[1],2.741850,172,320
node[2],2.741850,172,320
node[3],2.741850,172,320
node[1],2.742505,172,320
node[3],2.742505,172,320
node[0],2.742505,172,320
node[1],2.743850,180,320
node[2],2.743850,180,320
node[3],2.743850,180,320
node[1],2.747849,176,320
node[2],2.747849,176,320
node[3],2.747849,176,320
node[1],2.748504,176,320
node[3],2.748504,176,320
node[0],2.748504,176,320
node[2],2.755297,180,320
node[1],2.755297,180,320
node[0],2.755297,180,320
node[0],2.764148,172,320
node[2],2.764148,172,320
node[3],2.764148,172,320
node[1],2.767171,172,320
node[3],2.767171,172,320
node[0],2.767171,172,320
node[2],2.775297,176,320
node[1],2.775297,176,320
node[0],2.775297,176,320
node[2],2.776297,172,320
node[1],2.776297,172,320
node[0],2.776297,172,320
node[1],2.788850,172,320
node[2],2.788850,172,320
node[3],2.788850,172,320
node[0],2.795148,180,320
node[2],2.795148,180,320
node[3],2.795148,180,320
node[1],2.797171,172,320
node[3],2.797171,172,320
node[0],2.797171,172,320
node[1],2.800171,180,320
node[3],2.800171,180,320
node[0],2.800171,180,320
node[1],2.804171,176,320
node[3],2.804171,176,320
node[0],2.804171,176,320
node[1],2.830171,176,320
node[3],2.830171,176,320
node[0],2.830171,176,320
node[1],2.835850,172,320
node[2],2.835850,172,320
node[3],2.835850,172,320
node[2],2.839969,180,320
node[1],2.839970,180,320
node[0],2.839970,180,320
node[1],2.850171,172,320
node[3],2.850171,172,320
node[0],2.850171,172,320
node[1],2.850850,176,320
node[2],2.850850,176,320
node[3],2.850850,176,320
node[1],2.856171,176,320
node[3],2.856171,176,320
node[0],2.856171,176,320
node[1],2.862850,172,320
node[2],2.862850,172,320
node[3],2.862850,172,320
node[0],2.865148,172,320
node[2],2.865148,172,320
node[3],2.865148,172,320
node[0],2.877148,180,320
node[2],2.877148,180,320
node[3],2.877148,180,320
node[1],2.885171,176,320
node[3],2.885171,176,320
node[0],2.885171,176,320
node[0],2.892148,176,320
node[2],2.892148,176,320
node[3],2.892148,176,320
node[1],2.903171,172,320
node[3],2.903171,172,320
node[0],2.903171,172,320
node[0],2.929148,172,320
node[2],2.929148,172,320
node[3],2.929148,172,320
node[1],2.933171,176,320
node[3],2.933171,176,320
node[0],2.933171,176,320
node[2],2.935297,180,320
node[1],2.935297,180,320
node[0],2.935297,180,320
node[1],2.945850,172,320
node[2],2.945850,172,320
node[3],2.945850,172,320
node[0],2.951148,180,320
node[2],2.951148,180,320
node[3],2.951148,180,320
node[1],2.958850,176,320
node[2],2.958850,176,320
node[3],2.958850,176,320
node[0],2.963148,172,320
node[2],2.963148,172,320
node[3],2.963148,172,320
node[2],2.970297,176,320
node[1],2.970297,176,320
node[0],2.970297,176,320
node[1],2.980850,172,320
node[2],2.980850,172,320
node[3],2.980850,172,320
node[0],2.982148,176,320
node[2],2.982148,176,320
node[3],2.982148,176,320
node[1],2.987850,180,320
node[2],2.987850,180,320
node[3],2.987850,180,320
node[0],2.989148,172,320
node[2],2.989148,172,320
node[3],2.989148,172,320
node[2],2.991297,180,320
node[1],2.991297,180,320
node[0],2.991297,180,320
node[2],2.996297,172,320
node[1],2.996297,172,320
node[0],2.996297,172,320
node[1],2.998850,176,320
node[2],2.998850,176,320
node[3],2.998850,176,320
node[1],3.003171,172,320
node[3],3.003171,172,320
node[0],3.003171,172,320
node[1],3.009850,172,320
node[2],3.009850,172,320
node[3],3.009850,172,320
node[2],3.014297,176,320
node[1],3.014297,176,320
node[0],3.014297,176,320
node[1],3.020850,180,320
node[2],3.020850,180,320
node[3],3.020850,180,320
node[0],3.025148,176,320
node[2],3.025148,176,320
node[3],3.025148,176,320
node[0],3.040148,172,320
node[2],3.040148,172,320
node[3],3.040148,172,320
node[2],3.057297,176,320
node[1],3.057297,176,320
node[0],3.057297,176,320
node[2],3.060297,180,320
node[1],3.060297,180,320
node[0],3.060297,180,320
node[2],3.064297,172,320
node[1],3.064297,172,320
node[0],3.064297,172,320
node[0],3.076148,176,320
node[2],3.076148,176,320
node[3],3.076148,176,320
node[2],3.082296,176,320
node[1],3.082296,176,320
node[0],3.082296,176,320
node[1],3.098171,176,320
node[3],3.098171,176,320
node[0],3.098171,176,320
